name,rating,reviews,address,phone,url
The Hole In The Wall Cafe,4.4,16890,"3, 8th Main Rd, Koramangala 4th Block, Koramangala, Bengaluru, Karnataka 560047",8040949490,https://www.google.com/maps/place/The+Hole+In+The+Wall+Cafe/data=!4m7!3m6!1s0x3bae1467f472d4cb:0x51e2bde54ef70494!8m2!3d12.9347797!4d77.6253809!16s%2Fg%2F1td1swx6!19sChIJy9Ry9GcUrjsRlAT3TuW94lE?authuser=0&hl=en&rclk=1
Matteo Coffea,4.3,6576,"2, Church St, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",8043336000,https://www.google.com/maps/place/Matteo+Coffea/data=!4m7!3m6!1s0x3bae167df5d65177:0x9034c1241107d94!8m2!3d12.9742758!4d77.6070241!16s%2Fg%2F1tdkf263!19sChIJd1HW9X0WrjsRlH0QQRJMAwk?authuser=0&hl=en&rclk=1
Bangalore Cafe,4.4,116,"XP55+HQF, Spice Garden Layout Rd, Lakshminarayana Pura, AECS Layout, Marathahalli, Bengaluru, Karnataka 560037",8050115115,https://www.google.com/maps/place/Bangalore+Cafe/data=!4m7!3m6!1s0x3bae134f66ff79cb:0xfad7fe23aafd87fa!8m2!3d12.9589341!4d77.7094332!16s%2Fg%2F11h4y4w5hk!19sChIJy3n_Zk8TrjsR-of9qiP-1_o?authuser=0&hl=en&rclk=1
BANOFFEE®,4.2,1466,"2, Sector 4, HSR Layout, Bengaluru, Karnataka 560102",6366441100,https://www.google.com/maps/place/BANOFFEE%C2%AE/data=!4m7!3m6!1s0x3bae15c49fe55f83:0x6f2e965aa235f068!8m2!3d12.9148308!4d77.6383283!16s%2Fg%2F11hz1trxzb!19sChIJg1_ln8QVrjsRaPA1olqWLm8?authuser=0&hl=en&rclk=1
Tea Villa Cafe Jayanagar,4.0,5039,"183, 16, 5th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",6363713803,https://www.google.com/maps/place/Tea+Villa+Cafe+Jayanagar/data=!4m7!3m6!1s0x3bae1507b07bda27:0x524ee140781708a4!8m2!3d12.9275733!4d77.5808079!16s%2Fg%2F11g5nj4yjr!19sChIJJ9p7sAcVrjsRpAgXeEDhTlI?authuser=0&hl=en&rclk=1
Lavonne Café,4.4,2143,"263, 3rd Cross Rd, 2nd Stage, Defence Colony, Domlur, Bengaluru, Karnataka 560071",9740544442,https://www.google.com/maps/place/Lavonne+Caf%C3%A9/data=!4m7!3m6!1s0x3bae141dd14789a1:0x7119c0ddc5321683!8m2!3d12.9668887!4d77.636857!16s%2Fg%2F11g6j718dy!19sChIJoYlH0R0UrjsRgxYyxd3AGXE?authuser=0&hl=en&rclk=1
Lavonne Café,4.5,828,"Samrah Plaza, 4/2, Ground Floor St. Mark, s Road, Bengaluru, Karnataka 560001",6366569922,https://www.google.com/maps/place/Lavonne+Caf%C3%A9/data=!4m7!3m6!1s0x3bae172a4738c2c1:0xdd7f552401232304!8m2!3d12.9694176!4d77.6003176!16s%2Fg%2F11hz6lpvk3!19sChIJwcI4RyoXrjsRBCMjASRVf90?authuser=0&hl=en&rclk=1
Dialogues Cafe,4.2,1612,"619, 15th Cross Rd, Gangadhar Nagar, JP Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka 560078",6363556436,https://www.google.com/maps/place/Dialogues+Cafe/data=!4m7!3m6!1s0x3bae156cf60d2733:0xd0ba134c9f3d4f09!8m2!3d12.9061348!4d77.5825264!16s%2Fg%2F11dfjysgcv!19sChIJMycN9mwVrjsRCU89n0wTutA?authuser=0&hl=en&rclk=1
MADOUK CAFE,4.4,2243,"Rustam Bagh Layout, Bengaluru, Karnataka 560017",9895363673,https://www.google.com/maps/place/MADOUK+CAFE/data=!4m7!3m6!1s0x3bae122439ecd989:0xdc3364348a81c4d8!8m2!3d12.9532647!4d77.6496872!16s%2Fg%2F11d_d2ly8p!19sChIJidnsOSQSrjsR2MSBijRkM9w?authuser=0&hl=en&rclk=1
BURNOUT CAFE Infantry Rd,4.4,1286,"MS Tower, 39/40, 3rd & 4th Floor, Lady Curzon Rd, off Infantry Road, Bengaluru, Karnataka 560001",7899176324,https://www.google.com/maps/place/BURNOUT+CAFE+Infantry+Rd/data=!4m7!3m6!1s0x3bae1728de3a30dd:0x78563f1ff2af1df6!8m2!3d12.9796559!4d77.603664!16s%2Fg%2F11hzsvf7gr!19sChIJ3TA63igXrjsR9h2v8h8_Vng?authuser=0&hl=en&rclk=1
Cafe Down The Alley,4.0,1555,"12,29, 1st F Main Rd, D'souza Nagar, Banashankari 3rd Stage, Hosakerehalli, Bengaluru, Karnataka 560085",9886494929,https://www.google.com/maps/place/Cafe+Down+The+Alley/data=!4m7!3m6!1s0x3bae3e4404879a5f:0x7f9e74113d6fcb12!8m2!3d12.935414!4d77.532888!16s%2Fg%2F11ddyjyrpz!19sChIJX5qHBEQ-rjsREstvPRF0nn8?authuser=0&hl=en&rclk=1
Cafe Cosy,4.0,877,"4th Floor 28, A Cross, 10th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",9113660050,https://www.google.com/maps/place/Cafe+Cosy/data=!4m7!3m6!1s0x3bae15784f017acd:0xbc4d15891e4e8baf!8m2!3d12.9300299!4d77.5851616!16s%2Fg%2F11fckvvl8k!19sChIJzXoBT3gVrjsRr4tOHokVTbw?authuser=0&hl=en&rclk=1
Trippy Goat Cafe,4.4,258,"431/1, Cunningham Rd, Vasanth Nagar, Bengaluru, Karnataka 560052",9731655707,https://www.google.com/maps/place/Trippy+Goat+Cafe/data=!4m7!3m6!1s0x3bae17b1e6a1b689:0xc331b088f27aa806!8m2!3d12.9849397!4d77.5958803!16s%2Fg%2F11mxzm0l4l!19sChIJibah5rEXrjsRBqh68oiwMcM?authuser=0&hl=en&rclk=1
Rasta Cafe,4.0,2539,"3, Church St, Shanthala Nagar, MSR, Bengaluru, Karnataka 560001",7899063636,https://www.google.com/maps/place/Rasta+Cafe/data=!4m7!3m6!1s0x3bae179eaa080017:0xa28cccba93f9a638!8m2!3d12.9743578!4d77.6067835!16s%2Fg%2F11h2k2jnyb!19sChIJFwAIqp4XrjsROKb5k7rMjKI?authuser=0&hl=en&rclk=1
Bengaluru Cafe,4.5,10191,"9th Main Rd, 2nd Block, Jaya Nagar East, Jayanagar, Bengaluru, Karnataka 560011",8197297938,https://www.google.com/maps/place/Bengaluru+Cafe/data=!4m7!3m6!1s0x3bae1595eeff7fd1:0x39df1629df94c240!8m2!3d12.9392477!4d77.5838674!16s%2Fg%2F11f7665j4x!19sChIJ0X__7pUVrjsRQMKU3ykW3zk?authuser=0&hl=en&rclk=1
Cafe Rustico,4.1,684,"No 6/2, 1st floor, Geetha mall building, Rest House Rd, off Brigade Road, Bengaluru, Karnataka 560001",7483711172,https://www.google.com/maps/place/Cafe+Rustico/data=!4m7!3m6!1s0x3bae17107c3674dd:0x7a16b276d5bec83e!8m2!3d12.9737393!4d77.6066371!16s%2Fg%2F11fpkjm9zv!19sChIJ3XQ2fBAXrjsRPsi-1XayFno?authuser=0&hl=en&rclk=1
Chaayos Cafe Phoenix Bangalore,4.4,351,"Phoenix Marketcity, first floor, Whitefield Main Road Mahadevpura, Devasandra Industrial Estate, Krishnarajapura, Bengaluru, Karnataka 560048",18001202424,https://www.google.com/maps/place/Chaayos+Cafe+Phoenix+Bangalore/data=!4m7!3m6!1s0x3bae112a354166e9:0xfb7ea438dee49c26!8m2!3d12.996894!4d77.6967!16s%2Fg%2F11hdxcjf9_!19sChIJ6WZBNSoRrjsRJpzk3jikfvs?authuser=0&hl=en&rclk=1
5th Avenue Cafe,4.2,978,"Terrace Floor, #44, 4th B Cross Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560034",9900998427,https://www.google.com/maps/place/5th+Avenue+Cafe/data=!4m7!3m6!1s0x3bae150fe2beb60f:0xa90a5840461a8680!8m2!3d12.9340361!4d77.6156841!16s%2Fg%2F11j2zys4q9!19sChIJD7a-4g8VrjsRgIYaRkBYCqk?authuser=0&hl=en&rclk=1
Mustard Café / IIMB,4.3,118,"IIM Bangalore, Bannerghatta Main Rd, Bilekahalli, Bengaluru, Karnataka 560076",8026993878,https://www.google.com/maps/place/Mustard+Caf%C3%A9+%2F+IIMB/data=!4m7!3m6!1s0x3bae15215198cdbd:0xf1197cc8064a6470!8m2!3d12.894574!4d77.6026174!16s%2Fg%2F11f5bxp_6y!19sChIJvc2YUSEVrjsRcGRKBsh8GfE?authuser=0&hl=en&rclk=1
Olive Cafe,3.9,208,"2J3F+F2P, North Rd, St Thomas Town, Cooke Town, Bengaluru, Karnataka 560084",8553186216,https://www.google.com/maps/place/Olive+Cafe/data=!4m7!3m6!1s0x3bae16e598e48ae5:0x9b9440fee03ccf02!8m2!3d13.0037136!4d77.6225908!16s%2Fg%2F11clyqz33n!19sChIJ5YrkmOUWrjsRAs884P5AlJs?authuser=0&hl=en&rclk=1
Eddy's Cafe,4.2,561,"314, 6th Main Rd, HAL 2nd Stage, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038",6361292968,https://www.google.com/maps/place/Eddy%27s+Cafe/data=!4m7!3m6!1s0x3bae16a8dfedf20f:0x1a9001b4378b139!8m2!3d12.973737!4d77.645049!16s%2Fg%2F11gh2xwjn0!19sChIJD_Lt36gWrjsRObF4QxsAqQE?authuser=0&hl=en&rclk=1
Ooru,4.1,2329,"No. 136, Evergreen PARC, Rooftop, 1st Cross Road, 5th Block,, Koramangala, Bengaluru, Karnataka 560095",NA,https://www.google.com/maps/place/Ooru/data=!4m7!3m6!1s0x3bae144e2bf25c19:0x81f16cd2d8fcf476!8m2!3d12.9337!4d77.621545!16s%2Fg%2F12lkrkqyw!19sChIJGVzyK04UrjsRdvT82NJs8YE?authuser=0&hl=en&rclk=1
Mudpipe Cafe,4.3,5799,"No 1, KDP Building, Kira layout, Hosur Main Road, near Christ Lane, S.G. Palya, Bengaluru, Karnataka 560029",9008727571,https://www.google.com/maps/place/Mudpipe+Cafe/data=!4m7!3m6!1s0x3bae144d66778f3b:0x744b43f080c3ea4b!8m2!3d12.9345768!4d77.6095445!16s%2Fg%2F11bccgmffb!19sChIJO493Zk0UrjsRS-rDgPBDS3Q?authuser=0&hl=en&rclk=1
Cafe Petriqor,4.4,584,"602, 15th Cross Rd, Jeewan Sathi Colony, 1st Phase, J. P. Nagar, Bengaluru, Karnataka 560078",6366560050,https://www.google.com/maps/place/Cafe+Petriqor/data=!4m7!3m6!1s0x3bae15b8dbd6163f:0xae95e70c136dbb91!8m2!3d12.9064471!4d77.585131!16s%2Fg%2F11q83ctqmy!19sChIJPxbW27gVrjsRkbttEwznla4?authuser=0&hl=en&rclk=1
Chillum Cafe,4.2,669,"#636, Shri Y K Reddy Pavilion, 100 Feet Road, 18th Main Rd, 6th Block, Koramangala, Bengaluru, Karnataka 560095",NA,https://www.google.com/maps/place/Chillum+Cafe/data=!4m7!3m6!1s0x3bae144366fe1d69:0xc2f25b5105785d5f!8m2!3d12.9363634!4d77.6254913!16s%2Fg%2F11gds2ty5b!19sChIJaR3-ZkMUrjsRX114BVFb8sI?authuser=0&hl=en&rclk=1
Marzipan Cafe and Bakery,4.3,846,"22, Ulsoor Rd, Yellappa Garden, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka 560008",9916514754,https://www.google.com/maps/place/Marzipan+Cafe+and+Bakery/data=!4m7!3m6!1s0x3bae169b4ce3dd19:0xefc8190f784fcce3!8m2!3d12.974647!4d77.619408!16s%2Fg%2F11btxg5t87!19sChIJGd3jTJsWrjsR48xPeA8ZyO8?authuser=0&hl=en&rclk=1
Dialogues Cafe,4.3,1927,"21, 80 Feet Rd, 4th Block, S.T. Bed, Cauvery Colony, Koramangala, Bengaluru, Karnataka 560095",6363556436,https://www.google.com/maps/place/Dialogues+Cafe/data=!4m7!3m6!1s0x3bae1444a83d071f:0xd2cf430545189e99!8m2!3d12.9324752!4d77.6318691!16s%2Fg%2F11cn2vlw3c!19sChIJHwc9qEQUrjsRmZ4YRQVDz9I?authuser=0&hl=en&rclk=1
Cafe Azzure,3.8,2998,"13th Cross Road, 670, 27th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",8971729287,https://www.google.com/maps/place/Cafe+Azzure/data=!4m7!3m6!1s0x3bae156b2d47d8ad:0x1c4a63dc7f4c693c!8m2!3d12.915993!4d77.650995!16s%2Fg%2F11hzwbqnkq!19sChIJrdhHLWsVrjsRPGlMf9xjShw?authuser=0&hl=en&rclk=1
Cafe Hustle,4.5,848,"188/A, 22nd Cross Rd, 3rd Sector, HSR Layout, Bengaluru, Karnataka 560102",9686855008,https://www.google.com/maps/place/Cafe+Hustle/data=!4m7!3m6!1s0x3bae157efeccdf7f:0xe5ecc3141394900a!8m2!3d12.9091244!4d77.6426002!16s%2Fg%2F11hdy_xg07!19sChIJf9_M_n4VrjsRCpCUExTD7OU?authuser=0&hl=en&rclk=1
The illusion Cafe,3.9,2096,"No.720,9th cross, Dr MC Modi Hospital Rd, West of Chord Road, Rajajinagar, Bengaluru, Karnataka 560086",9986891221,https://www.google.com/maps/place/The+illusion+Cafe/data=!4m7!3m6!1s0x3bae3d0168591e73:0xe21987ac4900702b!8m2!3d12.9973897!4d77.5482167!16s%2Fg%2F11ll49pysj!19sChIJcx5ZaAE9rjsRK3AASayHGeI?authuser=0&hl=en&rclk=1
Nambiar Coffee Shop,4.3,98,"XJM7+CCC, St Johns Rd, Sivanchetti Gardens, Bengaluru, Karnataka 560042",8892972855,https://www.google.com/maps/place/Nambiar+Coffee+Shop/data=!4m7!3m6!1s0x3bae168934f0d409:0x6c7430848f4920a6!8m2!3d12.9835731!4d77.6135004!16s%2Fg%2F11g98v04ff!19sChIJCdTwNIkWrjsRpiBJj4QwdGw?authuser=0&hl=en&rclk=1
20 Char Cafe,4.2,205,"Cluster_konena Agrahara 3 Sterlings Mac Hotels, 134, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560017",9015126441,https://www.google.com/maps/place/20+Char+Cafe/data=!4m7!3m6!1s0x3bae140604894183:0x6deda91372defe33!8m2!3d12.9588893!4d77.6484396!16s%2Fg%2F1q5bmd4m1!19sChIJg0GJBAYUrjsRM_7echOp7W0?authuser=0&hl=en&rclk=1
MITTI Cafe,4.2,972,"716/2, 22nd Cross Rd, K.R.Road, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070",8008944931,https://www.google.com/maps/place/MITTI+Cafe/data=!4m7!3m6!1s0x3bae159f4db6c8c1:0x1353519e6866f257!8m2!3d12.9239763!4d77.5733561!16s%2Fg%2F11c5xtm4vn!19sChIJwci2TZ8VrjsRV_JmaJ5RUxM?authuser=0&hl=en&rclk=1
Cafe Stone,3.9,186,"Cinnamon, 24, Gangadhar Chetty Rd, Rukmani Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042",NA,https://www.google.com/maps/place/Cafe+Stone/data=!4m7!3m6!1s0x3bae17ba19260849:0x826fa7104b14fc35!8m2!3d12.9816022!4d77.612631!16s%2Fg%2F11smh39g60!19sChIJSQgmGboXrjsRNfwUSxCnb4I?authuser=0&hl=en&rclk=1
Eshanya Rooftop Cafe - Jayanagar 4th Block,4.1,7558,"16, Aurobindo Marg, 4th T Block East, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",8026544411,https://www.google.com/maps/place/Eshanya+Rooftop+Cafe+-+Jayanagar+4th+Block/data=!4m7!3m6!1s0x3bae15a26bcb3429:0xda5c83e4bff8d6f1!8m2!3d12.9289462!4d77.5861844!16s%2Fg%2F11bvv5g5f6!19sChIJKTTLa6IVrjsR8db4v-SDXNo?authuser=0&hl=en&rclk=1
Times Square Cafe,4.4,179,"Field Marshal Cariappa Rd, Ashok Nagar, Bengaluru, Karnataka 560001",NA,https://www.google.com/maps/place/Times+Square+Cafe/data=!4m7!3m6!1s0x3bae17833089234d:0x5d43fe44fea2ba33!8m2!3d12.9721269!4d77.6078104!16s%2Fg%2F11j2_zj2ng!19sChIJTSOJMIMXrjsRM7qi_kT-Q10?authuser=0&hl=en&rclk=1
Cafe 1980's,4.2,381,"#207, 28th Cross Road, 2nd Block, Rajajinagar, Bengaluru, Karnataka 560010",9656053090,https://www.google.com/maps/place/Cafe+1980%27s/data=!4m7!3m6!1s0x3bae3d6019f44b43:0x8636b0e35beb3e7b!8m2!3d12.9950359!4d77.5524041!16s%2Fg%2F11h7ktl7vv!19sChIJQ0v0GWA9rjsRez7rW-OwNoY?authuser=0&hl=en&rclk=1
Cafe Reset,4.3,250,"Ground Floor, 6th Cross Rd, next to Koramangala club, 6th Block, Koramangala, Bengaluru, Karnataka 560095",6360654040,https://www.google.com/maps/place/Cafe+Reset/data=!4m7!3m6!1s0x3bae15bc4e5a0cb5:0xa82c89cd82372b0e!8m2!3d12.9375842!4d77.6244234!16s%2Fg%2F11mtfft972!19sChIJtQxaTrwVrjsRDis3gs2JLKg?authuser=0&hl=en&rclk=1
Cafe Shuffle,4.3,1284,"#941,3rd floor,21st main, 22nd Cross Rd, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070",9742166777,https://www.google.com/maps/place/Cafe+Shuffle/data=!4m7!3m6!1s0x3bae157e57b0d303:0xc89d5ed320e63d1e!8m2!3d12.9259889!4d77.564677!16s%2Fg%2F11g0msxjcj!19sChIJA9OwV34VrjsRHj3mINNencg?authuser=0&hl=en&rclk=1
TOP ACE CAFE,4.6,793,"#74,2ND AND 3RD FLOOR, Jyoti Nivas College Rd, 5th Block, Koramangala, Bengaluru, Karnataka 560095",8147494747,https://www.google.com/maps/place/TOP+ACE+CAFE/data=!4m7!3m6!1s0x3bae157c494d828b:0xca4b215943c35ba2!8m2!3d12.932693!4d77.6137107!16s%2Fg%2F11jty3mc06!19sChIJi4JNSXwVrjsRolvDQ1khS8o?authuser=0&hl=en&rclk=1
Kullad Cafe,3.9,2875,"1210, 16th Main Rd, MCHS Colony, Stage 2, BTM Layout, Bengaluru, Karnataka 560076",8861570148,https://www.google.com/maps/place/Kullad+Cafe/data=!4m7!3m6!1s0x3bae14fd237306d3:0xe25325242f416e83!8m2!3d12.9126052!4d77.6099464!16s%2Fg%2F11cjnnn92n!19sChIJ0wZzI_0UrjsRg25BLyQlU-I?authuser=0&hl=en&rclk=1
Hideout Cafe and restaurant,4.1,726,"677, Outer Ring Rd, Hosakerehalli Layout, Banashankari 1st Stage, Banashankari, Bengaluru, Karnataka 560085",9901481185,https://www.google.com/maps/place/Hideout+Cafe+and+restaurant/data=!4m7!3m6!1s0x3bae3e38615db0f1:0x3fe0db9cc6f4caf7!8m2!3d12.9331473!4d77.540519!16s%2Fg%2F11c1crjd1y!19sChIJ8bBdYTg-rjsR98r0xpzb4D8?authuser=0&hl=en&rclk=1
Avoke The Avocado Cafe,4.3,138,"#1083, 12th main road, 5th Cross Rd, Indiranagar, Bengaluru, Karnataka 560038",8310932436,https://www.google.com/maps/place/Avoke+The+Avocado+Cafe/data=!4m7!3m6!1s0x3bae17e3c4b8cba7:0x9eafcb236943908f!8m2!3d12.9699539!4d77.638717!16s%2Fg%2F11mw7p2vkj!19sChIJp8u4xOMXrjsRj5BDaSPLr54?authuser=0&hl=en&rclk=1
Cafe Moshi,4.4,396,"12, 1st Main Rd, KHB Colony, Koramangala Industrial Layout, Koramangala, Bengaluru, Karnataka 560034",NA,https://www.google.com/maps/place/Cafe+Moshi/data=!4m7!3m6!1s0x3bae1511defeff27:0xd27ef3712712b84d!8m2!3d12.9351491!4d77.6152486!16s%2Fg%2F11j79nrvxh!19sChIJJ__-3hEVrjsRTbgSJ3HzftI?authuser=0&hl=en&rclk=1
Sector 7 Café,4.2,3741,"1136, 17th Cross Rd, Muneswara Nagar, Sector 7, HSR Layout, Bengaluru, Karnataka 560102",8050700990,https://www.google.com/maps/place/Sector+7+Caf%C3%A9/data=!4m7!3m6!1s0x3bae14927e1282ed:0xf116a276b11d3a93!8m2!3d12.9122508!4d77.633647!16s%2Fg%2F11cmryjld0!19sChIJ7YISfpIUrjsRkzodsXaiFvE?authuser=0&hl=en&rclk=1
Makkah Cafe,4.4,2371,"Shop No. 3, Johnson Market, Richmond Town, Bengaluru, Karnataka 560025",7353470361,https://www.google.com/maps/place/Makkah+Cafe/data=!4m7!3m6!1s0x3bae15d491671637:0x94a0a803f40221d1!8m2!3d12.9641713!4d77.6064519!16s%2Fg%2F1jglv3zf0!19sChIJNxZnkdQVrjsR0SEC9AOooJQ?authuser=0&hl=en&rclk=1
Secret Spot Cafe,3.9,1071,"387, 71-4, 11th Main Rd, opposite to max showroom, Jaya Nagar 1st Block, Jayanagar 3rd Block, Jayanagar, Bengaluru, Karnataka 560011",8971285555,https://www.google.com/maps/place/Secret+Spot+Cafe/data=!4m7!3m6!1s0x3bae1507683cd699:0x1d1e2cd6024fa435!8m2!3d12.931007!4d77.5859813!16s%2Fg%2F11n5hlj5j_!19sChIJmdY8aAcVrjsRNaRPAtYsHh0?authuser=0&hl=en&rclk=1
Savera Cafe,4.3,17,"158, MM Road, Pulikeshi Nagar, Bengaluru, Karnataka 560005",NA,https://www.google.com/maps/place/Savera+Cafe/data=!4m7!3m6!1s0x3bae1793001da201:0xddd668c3f4657db!8m2!3d13.0005519!4d77.6180837!16s%2Fg%2F11h4_dz2ky!19sChIJAaIdAJMXrjsR21dGP4xm3Q0?authuser=0&hl=en&rclk=1
Café Nosh,4.2,2948,"No.4, Swara, Stilt Level, Canara Bank Layout, Kodigehalli, Bengaluru, Karnataka 560097",7337781460,https://www.google.com/maps/place/Caf%C3%A9+Nosh/data=!4m7!3m6!1s0x3bae18176784bf47:0xd7939940d7ad7a81!8m2!3d13.0688281!4d77.5804812!16s%2Fg%2F11bx8kn5pq!19sChIJR7-EZxcYrjsRgXqt10CZk9c?authuser=0&hl=en&rclk=1
Cafe Grey by Dongle & Co,4.4,492,"3rd Floor, No, 421/J, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038",9606333284,https://www.google.com/maps/place/Cafe+Grey+by+Dongle+%26+Co/data=!4m7!3m6!1s0x3bae17c922fb8453:0x95d18b2148dbef93!8m2!3d12.9792405!4d77.6432101!16s%2Fg%2F11rcmn_97q!19sChIJU4T7IskXrjsRk-_bSCGL0ZU?authuser=0&hl=en&rclk=1
TOT Cafe Family Restaurant,4.1,626,"3rd, Jeevan Bima Nagar Main Rd, LIC Colony, HAL 3rd Stage, Sector 11, New Tippasandra, Bengaluru, Karnataka 560075",9686304343,https://www.google.com/maps/place/TOT+Cafe+Family+Restaurant/data=!4m7!3m6!1s0x3bae13fc475efb61:0xd26b25f0b6804d2b!8m2!3d12.9682313!4d77.6517181!16s%2Fg%2F11c6v4ltkh!19sChIJYfteR_wTrjsRK02AtvAla9I?authuser=0&hl=en&rclk=1
