Name,rating,reviews,Address,phone,url
Tarz Kitchen & Coffee Bar,4.2,451,"1st floor, Anand Film Square, Next to Old Madras Cafe, Film Nagar, Rd Number 82, Jubilee Hills, Hyderabad, Telangana 500033",9701882707.0,https://www.google.com/maps/place/Tarz+Kitchen+%26+Coffee+Bar/data=!4m7!3m6!1s0x3bcb978fed131577:0xc9f3e7c07ccd3bbe!8m2!3d17.4154038!4d78.4090542!16s%2Fg%2F11qqmbksyz!19sChIJdxUT7Y-XyzsRvjvNfMDn88k?authuser=0&hl=en&rclk=1
Terra Cafe & Bistro,4.2,365,"Plot No: 479/B, Road No: 21, beside Tanishq Lane, Jubilee Hills, Hyderabad, Telangana 500033",9000095432.0,https://www.google.com/maps/place/Terra+Cafe+%26+Bistro/data=!4m7!3m6!1s0x3bcb914d011e8aad:0x418da6cdedd4f12f!8m2!3d17.4317478!4d78.4087087!16s%2Fg%2F11nnw4nbhs!19sChIJrYoeAU2RyzsRL_HU7c2mjUE?authuser=0&hl=en&rclk=1
NUE Cafe,4.3,227,"566 , Level 1, Road No. 92, above Starbucks, Jubilee Hills, Hyderabad, Telangana 500033",9346990040.0,https://www.google.com/maps/place/NUE+Cafe/data=!4m7!3m6!1s0x3bcb978a119652a5:0x8ed369948602e187!8m2!3d17.4169253!4d78.4162961!16s%2Fg%2F11rxj6kdpt!19sChIJpVKWEYqXyzsRh-EChpRp044?authuser=0&hl=en&rclk=1
Enchanté Café & Confectionery,4.2,860,"Film Nagar, Plot no. 402, Rd Number 81, Jubilee Hills, Hyderabad, Telangana 500033",7995285824.0,https://www.google.com/maps/place/Enchant%C3%A9+Caf%C3%A9+%26+Confectionery/data=!4m7!3m6!1s0x3bcb97c6b6e548d5:0x8e8f281661502b9e!8m2!3d17.4155729!4d78.4068077!16s%2Fg%2F11gy86gtnk!19sChIJ1UjltsaXyzsRnitQYRYoj44?authuser=0&hl=en&rclk=1
SkyPark Cafe,4.1,799,"5th Floor, Owners Pride Building - 3rd Floor = Spinsci Technologies, 8-2-68/1/B/B1, Road No. 12, GS Nagar, Nandi Nagar, Banjara Hills, Hyderabad, Telangana 500034",9885087557.0,https://www.google.com/maps/place/SkyPark+Cafe/data=!4m7!3m6!1s0x3bcb973ca7670a37:0xd31d773cf0e00882!8m2!3d17.407909!4d78.442516!16s%2Fg%2F119t9k3z6!19sChIJNwpnpzyXyzsRggjg8Dx3HdM?authuser=0&hl=en&rclk=1
Ariko Cafe,4.5,217,"1299b, Road No. 1, opposite KBR Park, Jubilee Hills, Hyderabad, Telangana 500033",9573678477.0,https://www.google.com/maps/place/Ariko+Cafe/data=!4m7!3m6!1s0x3bcb91e972a21939:0x5a1a74d8e6ffd62f!8m2!3d17.4237257!4d78.4125475!16s%2Fg%2F11pkcrm1nx!19sChIJORmicumRyzsRL9b_5th0Glo?authuser=0&hl=en&rclk=1
Theory Cafe & Dessert Bar,4.3,1350,"Plot No. 178, Rd Number 13, Jubilee Hills, Hyderabad, Telangana 500033",8367696769.0,https://www.google.com/maps/place/Theory+Cafe+%26+Dessert+Bar/data=!4m7!3m6!1s0x3bcb91d6cd923253:0xa97f621029870d71!8m2!3d17.4318448!4d78.4147034!16s%2Fg%2F11g_ql7tfl!19sChIJUzKSzdaRyzsRcQ2HKRBif6k?authuser=0&hl=en&rclk=1
Le Café,4.3,52,"F9CF+X5J, Novotel & HICC Complex, HITEC City, Hyderabad, Telangana 500081",4066824422.0,https://www.google.com/maps/place/Le+Caf%C3%A9/data=!4m7!3m6!1s0x3bcb922df57aa899:0xe40180d1b2bbb2e0!8m2!3d17.472465!4d78.372889!16s%2Fg%2F124ymbwc0!19sChIJmah69S2SyzsR4LK7stGAAeQ?authuser=0&hl=en&rclk=1
Blue Hour Cafe - Top Cafe in Hyderabad,4.4,172,"6th Floor, House No.: 2-4-105/1 Street No. 2, New, X Road, above Soldiers Fit Factory, Samathapuri Colony, Nagole, Hyderabad, Telangana 500035",6303767594.0,https://www.google.com/maps/place/Blue+Hour+Cafe+-+Top+Cafe+in+Hyderabad/data=!4m7!3m6!1s0x3bcb9979b592c5fd:0xa556e546b28b7eab!8m2!3d17.3763101!4d78.5565563!16s%2Fg%2F11s7kxj16q!19sChIJ_cWStXmZyzsRq36LskblVqU?authuser=0&hl=en&rclk=1
Van Lavino Cafe & Patisserie,4.4,3038,"Shop No 4, Rd Number 36, Jubilee Hills, Hyderabad, Telangana 500033",,https://www.google.com/maps/place/Van+Lavino+Cafe+%26+Patisserie/data=!4m7!3m6!1s0x3bcb913680186349:0xec4f7d332bbb5260!8m2!3d17.4292866!4d78.4102044!16s%2Fg%2F11c184gw1g!19sChIJSWMYgDaRyzsRYFK7KzN9T-w?authuser=0&hl=en&rclk=1
Blue Hour Cafe - Top Cafe in Hyderabad,4.4,172,"6th Floor, House No.: 2-4-105/1 Street No. 2, New, X Road, above Soldiers Fit Factory, Samathapuri Colony, Nagole, Hyderabad, Telangana 500035",6303767594.0,https://www.google.com/maps/place/Blue+Hour+Cafe+-+Top+Cafe+in+Hyderabad/data=!4m7!3m6!1s0x3bcb9979b592c5fd:0xa556e546b28b7eab!8m2!3d17.3763101!4d78.5565563!16s%2Fg%2F11s7kxj16q!19sChIJ_cWStXmZyzsRq36LskblVqU?authuser=0&hl=en&rclk=1
Makobrew World Coffee Bar,4.5,1995,"Sri Peddamma Thalli Temple, Rd Number 44, CBI Colony, Jubilee Hills, Hyderabad, Telangana 500033",8142567121.0,https://www.google.com/maps/place/Makobrew+World+Coffee+Bar/data=!4m7!3m6!1s0x3bcb910b691a4df3:0x43e4c42648465b97!8m2!3d17.4289235!4d78.405645!16s%2Fg%2F11fnx7nncg!19sChIJ800aaQuRyzsRl1tGSCbE5EM?authuser=0&hl=en&rclk=1
Van Lavino Cafe & Patisserie,4.4,3038,"Shop No 4, Rd Number 36, Jubilee Hills, Hyderabad, Telangana 500033",,https://www.google.com/maps/place/Van+Lavino+Cafe+%26+Patisserie/data=!4m7!3m6!1s0x3bcb913680186349:0xec4f7d332bbb5260!8m2!3d17.4292866!4d78.4102044!16s%2Fg%2F11c184gw1g!19sChIJSWMYgDaRyzsRYFK7KzN9T-w?authuser=0&hl=en&rclk=1
SAGE Farm Cafe,4.3,329,"1227, Rd Number 62A, Jubilee Hills, Hyderabad, Telangana 500033",9849427575.0,https://www.google.com/maps/place/SAGE+Farm+Cafe/data=!4m7!3m6!1s0x3bcb91357cf5ddb3:0xbba5e2d424c896ca!8m2!3d17.429126!4d78.411792!16s%2Fg%2F11fx9kvd5t!19sChIJs931fDWRyzsRypbIJNTipbs?authuser=0&hl=en&rclk=1
Board Game Cafe,4.2,1388,"Tirumala Estate, 4th Floor, Old MLA Quarters Rd, Himayatnagar, Hyderabad, Telangana 500029",8519801975.0,https://www.google.com/maps/place/Board+Game+Cafe/data=!4m7!3m6!1s0x3bcb99ce5f224eb3:0xe47710b20f47c761!8m2!3d17.3998369!4d78.4866841!16s%2Fg%2F11hz329n0k!19sChIJs04iX86ZyzsRYcdHD7IQd-Q?authuser=0&hl=en&rclk=1
THE JOINT - Bar.Cafe,4.2,3200,"Road No. 8, Zahara Nagar, Banjara Hills, Hyderabad, Telangana 500034",8858716666.0,https://www.google.com/maps/place/THE+JOINT+-+Bar.Cafe/data=!4m7!3m6!1s0x3bcb97310ee67ae1:0xcdbd67a0fef4eb1f!8m2!3d17.4175824!4d78.4443003!16s%2Fg%2F11gdqttm34!19sChIJ4XrmDjGXyzsRH-v0_qBnvc0?authuser=0&hl=en&rclk=1
The Pet Cafe Hyderabad,4.7,580,"H.No. 8-2-684/1/9/1 Street Number 4 Banjara Enclave Society Lane, Road No. 12, next to Suvasa, Banjara Hills, Hyderabad, Telangana 500034",8297585352.0,https://www.google.com/maps/place/The+Pet+Cafe+Hyderabad/data=!4m7!3m6!1s0x3bcb9772ab812981:0x19786da209c1bdf9!8m2!3d17.41398!4d78.4344605!16s%2Fg%2F11gjtzdqkj!19sChIJgSmBq3KXyzsR-b3BCaJteBk?authuser=0&hl=en&rclk=1
Cafe 12 & drive -in,4.5,16,"May fare gardens 1st floor door no, 104, Road No. 12, beside Indian petrol pump, Banjara Hills, Hyderabad, Telangana 500034",,https://www.google.com/maps/place/Cafe+12+%26+drive+-in/data=!4m7!3m6!1s0x3bcb97435a9190d1:0x4916bc4a330b1437!8m2!3d17.408752!4d78.439577!16s%2Fg%2F11lxzvqzws!19sChIJ0ZCRWkOXyzsRNxQLM0q8Fkk?authuser=0&hl=en&rclk=1
Hyderama Cafe Bar,4.3,1300,"Plot No: 25, SY No.62, 62, Jayabheri Pine Valley, Gachibowli, Hyderabad, Telangana 500032",9059338013.0,https://www.google.com/maps/place/Hyderama+Cafe+Bar/data=!4m7!3m6!1s0x3bcb93bc311a3eb3:0x91220c6ac844b9a9!8m2!3d17.4313731!4d78.3715341!16s%2Fg%2F11qww84cz4!19sChIJsz4aMbyTyzsRqblEyGoMIpE?authuser=0&hl=en&rclk=1
Nagina Cafe,3.8,145,"C/0 Prabhakar Babu Habeeb Nagar Main Road, Red Hills Rd, Devi Bagh, Red Hills, Lakdikapul, Hyderabad, Telangana 500001",4066638415.0,https://www.google.com/maps/place/Nagina+Cafe/data=!4m7!3m6!1s0x3bcb976f9f871b8d:0xf385b48d5273b301!8m2!3d17.3943516!4d78.4624224!16s%2Fg%2F1td9tkp4!19sChIJjRuHn2-XyzsRAbNzUo20hfM?authuser=0&hl=en&rclk=1
The Big Cup Theory,4.2,1607,"Amigos Auto Spa Showroom, Vijaya Towers, 2-56/2/19, 100ft Road, Besides, near YSR statue, Ayyappa Society, Madhapur, Hyderabad, Telangana 500081",9390353857.0,https://www.google.com/maps/place/The+Big+Cup+Theory/data=!4m7!3m6!1s0x3bcb91bf5cc92645:0x1bf8c5c86409625c!8m2!3d17.4525161!4d78.3877513!16s%2Fg%2F11f64cjm1w!19sChIJRSbJXL-RyzsRXGIJZMjF-Bs?authuser=0&hl=en&rclk=1
Destination Cafe,4.5,839,"574, KPHB 6th Phase Rd, K P H B Phase 6, Kukatpally, Hyderabad, Telangana 500085",9866686646.0,https://www.google.com/maps/place/Destination+Cafe/data=!4m7!3m6!1s0x3bcb91f3b1a53be7:0x8c43c960005f0359!8m2!3d17.4868651!4d78.3883777!16s%2Fg%2F11ny279kgz!19sChIJ5zulsfORyzsRWQNfAGDJQ4w?authuser=0&hl=en&rclk=1
The Factory Cafe Hyderabad,5.0,56,"Veera Towers, Plot No 27, SY No, 131, PH 111, APHB Colony, Gachibowli, Telangana 500032",9893538888.0,https://www.google.com/maps/place/The+Factory+Cafe+Hyderabad/data=!4m7!3m6!1s0x3bcb93aad3c1f321:0x4c5c9c338a327f00!8m2!3d17.4489216!4d78.3574889!16s%2Fg%2F11h555yc1_!19sChIJIfPB06qTyzsRAH8yijOcXEw?authuser=0&hl=en&rclk=1
Old Tree House Cafe,4.1,303,"Address- polt-53,syno:40 road number11, phace-3 guttala begaum pet,opposite:budjetcars, Kavuri Hills, Madhapur, Hyderabad, Telangana 500033",,https://www.google.com/maps/place/Old+Tree+House+Cafe/data=!4m7!3m6!1s0x3bcb9122c4bb5011:0xeb3e9ec6e0144ad0!8m2!3d17.4427988!4d78.3962593!16s%2Fg%2F11s113x__8!19sChIJEVC7xCKRyzsR0EoU4MaePus?authuser=0&hl=en&rclk=1
ZZA CAFE,4.5,279,"ZZA CAFE, Boston Living, White Field Rd, Venkat Enclave, HITEC City, Hyderabad, Telangana 500081",7760805224.0,https://www.google.com/maps/place/ZZA+CAFE/data=!4m7!3m6!1s0x3bcb931c9a391a7d:0xb21d05ccb7e4fad3!8m2!3d17.454476!4d78.3659979!16s%2Fg%2F11m1bs9p37!19sChIJfRo5mhyTyzsR0_rkt8wFHbI?authuser=0&hl=en&rclk=1
Ur life cafe,4.5,40,"32b, Road No. 4, Film Nagar, Hyderabad, Telangana 500096",9121012626.0,https://www.google.com/maps/place/Ur+life+cafe/data=!4m7!3m6!1s0x3bcb97e07be43309:0x9c3b83097f4b155f!8m2!3d17.4152426!4d78.4138042!16s%2Fg%2F11ny2fhnsl!19sChIJCTPke-CXyzsRXxVLfwmDO5w?authuser=0&hl=en&rclk=1
The Hashtag Cafe,4.0,1148,"3-76-B, New Nagole Main Rd, Maa Residency, New Nagole Colony, Chandrapuri Colony, Kothapet, Hyderabad, Telangana 500035",7997111179.0,https://www.google.com/maps/place/The+Hashtag+Cafe/data=!4m7!3m6!1s0x3bcb99182365a041:0x6a9d2235d064efda!8m2!3d17.3743678!4d78.552728!16s%2Fg%2F11fsbcr0yl!19sChIJQaBlIxiZyzsR2u9k0DUinWo?authuser=0&hl=en&rclk=1
Lé Vantage Café Bar,4.3,6939,"195/A, Rd Number 13, Jubilee Hills, Hyderabad, Telangana 500033",9121191782.0,https://www.google.com/maps/place/L%C3%A9+Vantage+Caf%C3%A9+Bar/data=!4m7!3m6!1s0x3bcb9131f9373b4b:0x12a4c950d290cbed!8m2!3d17.4300611!4d78.417802!16s%2Fg%2F11g68xqkrp!19sChIJSzs3-TGRyzsR7cuQ0lDJpBI?authuser=0&hl=en&rclk=1
Bob Marley Cafe,4.4,29,"Plot no 1, shop no, 6, Sri Shyam Nagar, Telecom Nagar, Gachibowli, Hyderabad, Telangana 500032",,https://www.google.com/maps/place/Bob+Marley+Cafe/data=!4m7!3m6!1s0x3bcb9385cdd5cb25:0x43c676ce7510c680!8m2!3d17.4357859!4d78.3668444!16s%2Fg%2F11rxnjdh7v!19sChIJJcvVzYWTyzsRgMYQdc52xkM?authuser=0&hl=en&rclk=1
Deccan Cafe,4.0,350,"9F2P+JM3, Bhavani Nagar, Talab Katta, Hyderabad, Telangana 500065",9014486979.0,https://www.google.com/maps/place/Deccan+Cafe/data=!4m7!3m6!1s0x3bcb981a0f77bcb5:0x985272f1a7c19c33!8m2!3d17.351515!4d78.486668!16s%2Fg%2F11b5yslxf2!19sChIJtbx3DxqYyzsRM5zBp_FyUpg?authuser=0&hl=en&rclk=1
Betsubara: Cafe & Patisserie,4.2,1100,"Durga Bhavani Nagar, Women's Welfare Housing Society, Jubilee Hills, Hyderabad, Telangana 500045",9959071245.0,https://www.google.com/maps/place/Betsubara:+Cafe+%26+Patisserie/data=!4m7!3m6!1s0x3bcb916a32114d5b:0xa345dc3195f86ba5!8m2!3d17.4301279!4d78.4205868!16s%2Fg%2F11j1_cyg8y!19sChIJW00RMmqRyzsRpWv4lTHcRaM?authuser=0&hl=en&rclk=1
rCaisse Café,3.9,273,"Plot no.73, Jubilee Enclave, HITEC City, Hyderabad, Telangana 500081",9502301957.0,https://www.google.com/maps/place/rCaisse+Caf%C3%A9/data=!4m7!3m6!1s0x3bcb93f6c9e9ab2f:0x906cb5a356e1ac76!8m2!3d17.4556802!4d78.3755463!16s%2Fg%2F11nyqkd5gb!19sChIJL6vpyfaTyzsRdqzhVqO1bJA?authuser=0&hl=en&rclk=1
Heart Cup Coffee,4.2,8933,"Plot No, 1179, Rd Number 45, Jubilee Hills, Hyderabad, Telangana 500033",9618733155.0,https://www.google.com/maps/place/Heart+Cup+Coffee/data=!4m7!3m6!1s0x3bcb914a14b41341:0x6f10e45741ae6b9!8m2!3d17.4278491!4d78.4061328!16s%2Fg%2F1vxdwrdr!19sChIJQRO0FEqRyzsRueYadEUO8QY?authuser=0&hl=en&rclk=1
Straws The Cafe,4.1,165,"Straws The Cafe, beside HDFC Bank, Narayanguda, Hyderabad, Telangana 500029",,https://www.google.com/maps/place/Straws+The+Cafe/data=!4m7!3m6!1s0x3bcb997a5276cf2d:0xeaae5271cf586fc4!8m2!3d17.4004339!4d78.4902149!16s%2Fg%2F11rk4p2mw9!19sChIJLc92UnqZyzsRxG9Yz3FSruo?authuser=0&hl=en&rclk=1
TeaMax Cafe Madhapur Hyderabad,4.0,4,"Bonfire Drive In, Plot Nos. 182, 183, Sy No. 43/P, 45, 46 & 48, 20, Madhapur Rd, Guttala_Begumpet, Kavuri Hills, Hyderabad, Telangana 500033",9505047047.0,https://www.google.com/maps/place/TeaMax+Cafe+Madhapur+Hyderabad/data=!4m7!3m6!1s0x3bcb9142177ffdf5:0x3558b5fd18e29881!8m2!3d17.4364294!4d78.3934995!16s%2Fg%2F11rhf2n66l!19sChIJ9f1_F0KRyzsRgZjiGP21WDU?authuser=0&hl=en&rclk=1
Terrassen Cafe,4.4,922,"8-2-582/1, Road No. 8, Zahara Nagar, Banjara Hills, Hyderabad, Telangana 500034",8048060186.0,https://www.google.com/maps/place/Terrassen+Cafe/data=!4m7!3m6!1s0x3bcb90cb61801101:0x46ee4226a69024a3!8m2!3d17.4175334!4d78.4442931!16s%2Fg%2F11c3mpjnnf!19sChIJARGAYcuQyzsRoySQpiZC7kY?authuser=0&hl=en&rclk=1
REVIVAL CAFE,4.6,114,"PLOT NO 70, opp. Indian Bank, Vittal Rao Nagar, Madhapur, Hyderabad, Telangana 500081",,https://www.google.com/maps/place/REVIVAL+CAFE/data=!4m7!3m6!1s0x3bcb91e87ce40161:0xaf9230af198fe4fe!8m2!3d17.4446136!4d78.3846814!16s%2Fg%2F11ny_7xg6r!19sChIJYQHkfOiRyzsR_uSPGa8wkq8?authuser=0&hl=en&rclk=1
CHAI VAAI CAFE HYDERABAD,4.5,135,"Shop no 17-83/2c UGF, opposite Annapurna Kalyana Mandapam, Srinagar Colony, Hyderabad, Telangana 500035",9302196020.0,https://www.google.com/maps/place/CHAI+VAAI+CAFE+HYDERABAD/data=!4m7!3m6!1s0x3bcb99f58873f3d5:0xc92342ac12c8e1b2!8m2!3d17.3674612!4d78.5287351!16s%2Fg%2F11mwx418lr!19sChIJ1fNziPWZyzsRsuHIEqxCI8k?authuser=0&hl=en&rclk=1
The Garden Cafe,3.9,63,"C9RX+772, The Garden Cafe, Life Studio, Plot No.34-35, Kavuri Hills, Hyderabad, Guttala_Begumpet, Kavuri Hills, Madhapur, Hyderabad, Telangana 500081",,https://www.google.com/maps/place/The+Garden+Cafe/data=!4m7!3m6!1s0x3bcb91437ebaaeb7:0x1fc5c32d7d1cb626!8m2!3d17.440643!4d78.398133!16s%2Fg%2F11cndhxlw7!19sChIJt666fkORyzsRJrYcfS3DxR8?authuser=0&hl=en&rclk=1
Cafe Marka,4.2,151,"286-12, Mathur Rd, MLA Colony, Banjara Hills, Hyderabad, Telangana 500096",,https://www.google.com/maps/place/Cafe+Marka/data=!4m7!3m6!1s0x3bcb9725517a147f:0xc809b93b295d3995!8m2!3d17.4142478!4d78.4229407!16s%2Fg%2F11rsdgcbt2!19sChIJfxR6USWXyzsRlTldKTu5Ccg?authuser=0&hl=en&rclk=1
Aura Cafe & Infusion Bar,4.2,2455,"Plot No, 280-A, Rd Number 10C, Venkatagiri, Jubilee Hills, Hyderabad, Telangana 500033",9599999923.0,https://www.google.com/maps/place/Aura+Cafe+%26+Infusion+Bar/data=!4m7!3m6!1s0x3bcb916b651b2171:0xb5dbcb3e526c8daa!8m2!3d17.436001!4d78.4120991!16s%2Fg%2F11f5t45cml!19sChIJcSEbZWuRyzsRqo1sUj7L27U?authuser=0&hl=en&rclk=1
Roobaroo Cafe,4.3,1088,"17-1-389/10/A, Road No.1 Lakshmi Nagar colony Near Ratnadeep Super Market, Main Rd, Vinay Nagar Colony, Saidabad, Hyderabad, Telangana 500059",4029558080.0,https://www.google.com/maps/place/Roobaroo+Cafe/data=!4m7!3m6!1s0x3bcb997e5ef85f4f:0x8be632ecd2dfe705!8m2!3d17.3534137!4d78.5116067!16s%2Fg%2F11qq9xfp6k!19sChIJT1_4Xn6ZyzsRBeff0uwy5os?authuser=0&hl=en&rclk=1
Z.A. Cafe,4.2,11,"Shop No. 2-4-578,Near Kamela Amber, Kachiguda Station Rd, Ramkoti, Balkampet, Hyderabad, Telangana 500027",9160389507.0,https://www.google.com/maps/place/Z.A.+Cafe/data=!4m7!3m6!1s0x3bcb99b153f870f9:0xab248d7c0c36ab5f!8m2!3d17.3881788!4d78.5030461!16s%2Fg%2F1ptxm7yrj!19sChIJ-XD4U7GZyzsRX6s2DHyNJKs?authuser=0&hl=en&rclk=1
TREE HOUSE CAFE & BISTRO,4.0,258,"18-229/7, PG Road, Sindhi Colony, Begumpet, Hyderabad, Telangana 500003",7416970103.0,https://www.google.com/maps/place/TREE+HOUSE+CAFE+%26+BISTRO/data=!4m7!3m6!1s0x3bcb9b4c987910d9:0x82089cb5999eef93!8m2!3d17.4405524!4d78.4816755!16s%2Fg%2F11lky23f31!19sChIJ2RB5mEybyzsRk--embWcCII?authuser=0&hl=en&rclk=1
BEL POSTO THE CAFE,4.4,1315,"Rd Number 44, CBI Colony, Jubilee Hills, Hyderabad, Telangana 500033",9069066789.0,https://www.google.com/maps/place/BEL+POSTO+THE+CAFE/data=!4m7!3m6!1s0x3bcb910d050621d1:0x137ff447b301cb2d!8m2!3d17.431121!4d78.4026661!16s%2Fg%2F11qpl3yd0k!19sChIJ0SEGBQ2RyzsRLcsBs0f0fxM?authuser=0&hl=en&rclk=1
Sobremesa: Bakehouse Cafe' Kitchen,4.3,1004,"8-2-293/82, A/593, Road Number 31, Jubilee Hills, Hyderabad, Telangana 500033",7842776820.0,https://www.google.com/maps/place/Sobremesa:+Bakehouse+Cafe%27+Kitchen/data=!4m7!3m6!1s0x3bcb91ea20a8f355:0x7daaca89e91df5eb!8m2!3d17.436087!4d78.405224!16s%2Fg%2F11r_dqzc37!19sChIJVfOoIOqRyzsR6_Ud6YnKqn0?authuser=0&hl=en&rclk=1
Diamond Cafe,4.0,94,"5-5-212, Dargah Yousufain Rd, Ek Minar Masjid, Patel Nagar, Aghapura, Nampally, Hyderabad, Telangana 500001",8019118119.0,https://www.google.com/maps/place/Diamond+Cafe/data=!4m7!3m6!1s0x3bcb977b3d0cdc49:0x35e6ecf013915364!8m2!3d17.3904409!4d78.4674386!16s%2Fg%2F119t9_jy_!19sChIJSdwMPXuXyzsRZFORE_Ds5jU?authuser=0&hl=en&rclk=1
New Farasha Cafe,4.4,65,"Vani dry clean 8_2_603/b/9/c, Singada Kunta, Banjara Hills, Hyderabad, Telangana 500034",,https://www.google.com/maps/place/New+Farasha+Cafe/data=!4m7!3m6!1s0x3bcb97acb02f7699:0x33303cfd5f59aed5!8m2!3d17.4167579!4d78.4386228!16s%2Fg%2F11mvpgvdc1!19sChIJmXYvsKyXyzsR1a5ZX_08MDM?authuser=0&hl=en&rclk=1
Ya Ali Cafe,3.9,152,"9FGP+WJG, Near Imlibun Bus Depot, Chaderghat Road, Kali Khabar, Hyderabad, Telangana 500002",9347222498.0,https://www.google.com/maps/place/Ya+Ali+Cafe/data=!4m7!3m6!1s0x3bcb9832758f49c1:0x5324e28777fb31fe!8m2!3d17.377301!4d78.486584!16s%2Fg%2F119vsxbnl!19sChIJwUmPdTKYyzsR_jH7d4fiJFM?authuser=0&hl=en&rclk=1
